fromAccountNumber,toAccountNumber,transferAmount
30605817,81615742,17070.56
50990474,30128613,5663.47
02526294,05936960,13868.81
73399384,45860287,18133.08
78683815,02547008,11835.72
33489094,62700405,23284.42
01982947,87691115,16040.92
00344906,09886117,8987.75
23435575,75919726,14290.53
84419415,89337202,12537.46
31979092,31771597,22754.79
92915138,64776750,24297.23
19175331,43926244,3952.29
08059963,87491128,9604.05
97757191,02006772,22915.68
92583122,29021987,21131.07
24742962,07013386,2626.81
20381820,78075641,15788.75
47387478,90104770,22114.77
34072486,35177173,12509.72
58459355,57066431,1584.97
72712146,77341907,7399.53
10759653,76952234,14478.87
52322297,88608747,6954.15
18892499,51657956,11966.78
87493030,49653021,10111.66
13530570,36558278,9739.78
03500385,90764165,20862.06
14187483,89932278,1801.62
14925757,99351625,1061.07
26508375,01035810,7430.89
14956492,79159838,10908.49
53840738,18847024,10116.48
67219582,29821020,15195.78
10444023,09004344,22895.93
65043370,36156658,4149.08
09550384,26528205,3494.46
60661494,23123045,12774.28
19664835,25025781,4607.28
28247463,31333665,22884.9
42766803,25292046,5791.38
81176854,67714094,4732.22
87812985,94064681,10225.56
68262624,46126078,16048.13
05889068,63433579,21244.88
92321755,92356665,23683.14
85522879,65451601,7841.07
31108522,86033503,8082.57
25328165,96318201,19145.18
90739842,70330113,12629.92
32777376,95348841,15599.1
77969125,32567229,1579.79
04109907,34416754,20562.3
48873000,87509335,16226.91
13949938,90395543,4992.62
45016837,16307179,5180.49
24293440,48556095,22982.4
85300040,36943920,345.63
23141681,86182027,18200.19
20844479,30136489,10007.17
94065305,06474621,23148.18
95984599,57644455,8641.08
69739491,74548798,5832.15
52026263,05617326,1914.1
01391145,13463342,16769.02
82578664,06041977,16057.7
99847258,32333190,11793.95
05368372,20348380,15819.38
56158199,90492235,9338.03
52485589,75138035,22774.26
05506804,35293064,13887.87
63756203,19398679,14315.88
71721248,06689506,20607.05
86771474,23512443,17014.36
32428704,69696374,20090.07
54343146,99968700,2847.04
28350309,26738673,18553.04
91976567,22171689,9217.83
62920001,82186845,8869.38
85443914,48657211,22177.55
85039032,35119128,11497.69
71999197,22006547,6186.22
02228563,72296875,24246.15
04712862,22473622,22402.39
51675196,96544211,5013.56
01658088,39269805,4806.98
10247464,30569409,16649.48
20050269,56789607,2837.47
41937235,68073855,4554.23
14699344,17138468,913.44
39715623,77976239,7664.43
83001031,11772897,8560.78
23669758,53998996,24745.6
78014428,81974573,22844.06
50016983,59150923,8136.4
08591838,47191105,18735.6
78695450,05716968,11171.18
00017701,29064229,16705.37
66267713,56280661,14710.33
63338690,72443675,10334.67
95653549,31796361,10612.61
47473003,79613040,20695.63
26106908,56844665,15947.64
96244258,73384977,12451.89
37544034,77340832,24431.92
10256268,58311455,20468.18
70978315,25293517,4380.91
15423948,88457000,13509.23
63450774,55312028,20190.85
83543692,03625460,8344.86
57375311,82596835,11635.05
17158664,66411413,9705.89
02180717,00381543,24336.78
28870050,63891607,19822.54
76131462,16048638,24658.64
03961919,90316067,18683.09
83538551,84768858,12823.59
99590574,53818591,1252.12
86285858,40261416,17390.95
76715563,77179951,18652.2
95084503,95250540,13360.73
76295706,27988534,1907.35
76638572,15241597,968.02
77078254,52254451,5080.93
16166523,86611220,18920.59
41687529,45561221,12316.72
45155512,65178553,23440.27
50738021,89743805,22829.51
31170376,11746775,15863.74
57676661,65876831,552.1
67541980,70097283,21521.53
36820382,10013663,20989.62
32556926,05596485,4814.43
66181903,09518452,9360.05
67527830,53539625,8524.08
96630792,60716248,1001.13
34634820,72881767,21784.92
58227862,64998657,1264.68
65275306,70798739,19684.05
14136757,26462929,390.45
50037698,18016871,15572.94
89281819,81645909,2558.38
83557224,21112980,7355.38
93637282,21588006,10836.4
71939216,99857905,20517.32
49995947,26731919,24704.05
76563430,91142504,21474.97
67522569,92360358,23407.13
00279741,15608482,14107.3
70959802,12785179,24009.33
40229737,55708401,11940.3
72561256,09039681,2766.75
98706631,29674510,13037.91
32127775,52771989,8315.94
55341790,60442475,13577.46
98347995,53523662,14208.19
91488480,51808785,23976.2
47370159,53307484,16587.22
84684370,20745769,8175.22
39074409,36386734,18789.29
68649890,81606382,9792.59
68901424,08915726,11767.66
98188215,48375795,16143.12
09802797,03126097,9031.73
84867995,64925226,16324.78
67790593,77334770,24314.86
80679882,03162569,11119.98
96548301,25802023,24335.35
93209281,00097307,21820.41
75585945,22239624,408.69
37769772,32413823,6108.52
95790138,58403860,6692.28
58980637,76600203,3258.04
92156043,57610979,20829.69
48987561,34072516,16958.17
85686298,66787310,16996.82
67369782,19249636,21629.12
70957761,46057105,21136.69
64349350,99431396,16546.23
60333339,45440892,13940.44
89780084,74619283,8616.37
85692510,93496032,3567.07
92942325,38347221,14593.81
98670789,64174853,1753.52
38665387,37716479,18435.86
93812566,33393810,7021.2
93889698,43313884,9373.93
73964759,07753336,16472.36
90304132,16950580,22910.0
79975902,12097081,14592.28
70641523,36820498,16700.1
14834875,82025687,14213.18
40611679,82827977,21655.65
62453783,84717177,13593.97
37896782,06899233,10497.39
23769878,36338191,3416.77
49133554,28139157,275.49
33656588,79149198,19466.21
53560278,45833083,18500.93
30594340,12495283,22811.54
95512587,51672584,19062.41
83566226,53983756,1166.47
20094232,22527646,7613.39
55892827,25052817,6678.51
28494416,67951260,2398.29
99260910,76330650,13358.5
45293849,69005831,8238.96
41097649,02471679,20908.02
37715649,40358321,19122.99
84268723,64050805,8049.97
11776918,01460018,5952.95
99347710,92757141,3245.58
13359164,78169401,20499.81
94198812,34817186,24178.7
86877114,55742696,9436.3
66370208,14482366,10998.45
95978918,53747303,24796.36
66808770,74852048,613.26
74211821,18773415,22464.77
48284967,06786014,11409.48
04205388,58910436,9860.52
73326212,30258914,17942.45
29336043,97998532,21308.86
01339376,39705013,1164.14
48641500,01117349,9558.32
84298812,11799719,1930.05
26419909,63056938,24522.08
53244956,40814865,19631.1
39410726,11776291,4409.16
68267858,09631878,2944.54
60283580,96951118,20021.73
56283662,95045054,21636.24
11581871,11265375,6632.27
23410978,87478785,5531.26
11450894,37768720,13849.62
61978966,10193204,8101.29
99250287,70282740,12195.63
61521193,32667028,22173.53
31230681,02476179,519.82
74733101,66349679,15617.37
29977406,96493373,960.26
08347541,62171427,11846.62
72485200,65642092,2494.35
35511953,71027012,23320.04
01507225,64670225,18578.91
92851412,58999400,14460.91
56660302,75397951,11181.68
81065806,35874263,13482.6
14585715,89924686,22265.97
14338175,92846357,17804.95
83695179,35991014,20576.41
39149954,85504059,19027.12
80721642,24879767,19091.13
30199231,87970784,14256.17
42095385,94397413,1330.42
58772072,39901606,17233.81
38617119,26798929,5398.44
88437231,31438988,19840.74
63912012,34212493,15787.55
03548752,83318115,15504.69
15466006,29397228,23405.17
98187638,21877728,12083.59
20827915,65536162,20632.72
87539332,86072502,19858.71
85809024,24146319,24844.85
72051306,59756866,16171.5
37196325,42259459,9192.95
18730661,31424400,13553.75
25426168,14799228,1080.57
02741239,27370582,18084.35
30646117,64221496,298.24
24096584,66786184,19610.05
47917965,95205953,21329.13
27349700,24909594,14737.76
57394121,53515872,14573.05
05604463,00393140,6045.82
24325165,66323174,21758.31
01448603,08829368,4631.84
97226130,31678636,14342.0
83733260,55045087,11793.15
20026936,37293321,17200.01
26926926,84088741,17698.78
82748616,38531040,21777.68
96267769,21730870,4692.87
18403626,73267669,15993.29
22553560,17805933,14769.28
14871979,73499022,13352.48
23777781,60535993,3737.93
74457526,88801650,15141.21
11895763,22764720,4677.34
58362501,46865861,14886.9
28155928,02155333,8873.0
08500267,94523003,24036.91
36837298,21352324,13252.76
55067881,91356017,1555.91
75208158,22925152,24566.81
06623548,62989688,20713.65
46662989,73304852,21443.92
62214506,36947454,12111.13
62530385,85200937,4262.74
74052417,31196352,3194.62
55132664,26595658,21112.65
46646903,00545426,842.59
70199154,08548368,22727.8
94683363,38738371,5478.78
68002541,15490094,22324.11
60306494,44198367,11461.6
37823009,50978755,9103.13
35007555,33960357,2124.37
42751670,30886612,15670.13
65049709,17792936,9891.79
10294208,54126732,24155.74
15549204,65665183,16495.14
70031683,51253134,7986.72
54280939,01761160,12709.25
79011037,91010858,10339.73
83228063,51244132,4805.7
50962594,17708449,24264.45
92239814,18053623,9182.15
41886731,44497934,348.95
39653161,56844726,22468.97
66686729,69381096,949.89
07559976,92350557,16728.78
14202681,69073915,15254.67
23961579,61749832,24669.39
20824532,73867807,3164.88
78127098,31165020,14448.37
21832185,30392229,20678.24
88784595,47774667,822.23
97926474,51533953,18865.66
91655813,52208676,5185.58
05106967,38889974,13757.74
61650299,26668871,24705.1
09283008,88245270,17971.23
03385517,31842136,17879.41
54564985,82622145,3059.37
17113731,18833843,20988.74
65044612,33572482,18561.42
92877740,92261143,12911.95
51927493,77257987,10387.04
89699690,46150349,8859.05
52136221,35568919,19444.02
48125796,46597991,9407.74
44702359,45575228,11884.31
62304825,43542727,7422.39
37878184,74427420,20002.78
81430437,92692978,22739.78
42765769,84949417,18342.72
23096875,25814750,830.64
36776023,80003229,24379.61
95470313,08374189,1847.89
26940205,25374148,3343.53
79737890,23606517,21823.54
50959372,96581995,8991.41
63765816,05827305,3238.08
66503118,71669311,2099.96
74738786,86847742,18630.2
21139734,75558130,15881.31
10368817,24516167,22649.59
46741172,50775804,15931.69
90051180,41884263,213.24
01002898,78256064,16652.62
68494193,70995176,6411.8
80216506,82882495,12938.56
41108758,27331200,21387.76
88860114,09285415,1854.82
77987242,17997034,10424.34
39164889,38680632,18119.78
45604386,85677869,1538.66
17063203,77118462,9241.39
68833299,26057125,2035.62
14981623,95905907,13600.43
96942611,87919905,15773.4
66114727,55110433,11342.11
61479722,91687371,495.77
47592292,57441627,23541.26
01136791,22808851,14451.79
91288936,16195967,5448.05
98246038,04427810,13599.67
45278198,46933546,24386.16
05966080,60149121,24051.66
38348105,23448148,8803.13
70448252,04700340,21697.7
50006007,33257334,6957.33
08727862,15115669,23175.47
72029558,72433072,5110.17
28201359,79298650,17882.88
78333192,30163539,20881.05
54689046,88767574,1896.3
63148107,99207069,17803.81
10237137,62699594,15819.08
25200492,08972545,7584.17
09737426,42298700,3606.54
41071502,64812199,8891.79
51671884,83399985,3062.83
70626995,30847101,9511.56
20040857,44295516,3056.94
22276025,70558227,9079.68
19232188,79456753,9790.85
67742547,13230562,2739.39
51221584,77091987,23315.15
47635296,42770916,10241.97
78723733,10094297,16195.57
93348232,77719980,531.9
46553720,27402238,19259.19
85286290,08423313,24451.33
09483484,82649746,12837.53
84090256,86696067,5319.32
02311784,98167982,9830.64
21918018,57134819,10181.56
18717044,29467372,8554.6
59232971,09562851,14097.54
87547467,23700666,19885.03
62090612,63367560,15358.56
72225417,88231402,5890.59
28828068,32672725,4423.86
65565001,41488232,10158.83
07423208,61219977,54.97
27832981,39063304,1731.68
39371362,08204646,23966.05
37166946,40039794,11655.41
34960615,59728610,10017.06
25738841,68664732,10265.28
82102586,45651410,7534.12
35332589,25781670,20837.39
29053568,10410561,8910.57
17640343,31097468,24989.95
65615614,90770104,10702.86
58146842,48253505,5701.78
76648267,02914114,13342.45
56906677,52627378,12254.76
76114342,08927545,4596.13
69485824,07197857,2410.56
37921958,57303550,13138.55
14606601,17495943,10062.42
31339674,04986041,9461.45
09956155,53227560,23597.49
70160697,42375364,19066.67
94726220,26756424,4327.8
46491312,27509449,5307.54
99434946,61540811,11473.86
80694304,06799991,20304.75
02563916,91625014,14578.97
15482419,35036296,11444.15
42344735,07132292,2210.56
65335383,63344011,6422.62
68296308,91642394,21486.2
95962023,49980745,10194.43
81956432,12619467,7532.86
23721326,97688853,17402.68
37083175,19015309,21392.76
78914445,03131657,24074.66
95144054,48629614,22045.16
46594433,15153807,3372.53
39529909,19512266,24214.0
26934532,20540777,3744.81
75927370,25974478,4132.11
50400348,30734609,966.45
86093781,84312884,24665.62
34101735,48613835,14336.65
32346985,41999714,18072.27
25280753,06917876,5681.39
85150676,11567516,24453.42
39781901,38518041,3195.0
37116439,84284402,16864.61
42871217,42298106,1332.92
51443535,00898263,16356.97
59738053,93165365,6679.84
05711475,14119163,5945.62
88842233,96936559,17931.67
39743671,77236135,6312.24
40528502,90183911,19336.7
30932173,73773481,23631.81
62155526,53637147,12802.83
13531959,85118485,9006.25
54022447,08475589,24021.45
78113947,95054834,3390.59
59552727,55924320,7953.08
79387590,60630919,10665.92
35060857,18745610,23883.9
80770701,51306496,15485.32
85574069,80137627,16208.53
45065477,85144590,3979.68
39262585,90581410,6471.09
09209060,83973062,2690.45
45234835,07157899,1722.52
19783536,94001907,23587.9
64208305,40678313,14502.08
38488863,25652086,22673.39
05925315,40939094,14375.96
14565779,72652695,16549.97
12737604,82608859,16666.24
60441324,54935198,2198.51
46614711,05599479,21064.75
26342290,08749611,6453.94
55163170,85611740,3507.97
32041514,58086407,3285.51
33360089,95979144,12807.4
33893808,87596441,16075.97
07835834,06732387,672.39
54828902,69598296,23073.26
13541392,44723606,7473.8
26327006,37136666,10135.48
36289226,59777649,24770.93
96841587,02344980,22343.13
12856916,31256742,2586.59
24466493,44155728,24828.22
66023937,98269341,17580.41
26891477,24926270,6589.76
86759304,92824355,19030.98
50363209,16880450,10786.8
64676494,93240444,14737.51
39514455,78661462,19221.56
25955712,94687873,5487.75
25300925,74486083,4581.46
18063424,18130478,6528.36
90155222,80092964,7831.62
50878765,58927731,5501.22
60869876,34142523,21561.61
52821585,64421094,14330.36
54926066,36622115,5539.29
46240651,43192755,10537.14
82035174,84090591,17317.4
32027990,50511570,8711.9
19970707,91760005,5468.85
19840949,56449938,16409.0
26492766,07246043,13608.05
90686702,63447644,20116.56
30614826,99482596,11250.42
90316067,70179743,18075.83
80884828,12618958,5754.15
56662764,13160609,14951.14
07850974,50808557,14529.84
97539308,09624979,10601.08
38859359,08542229,785.91
00140522,00996266,11141.94
09131255,14595165,10662.6
00245159,35857549,2091.94
18231052,13214203,8502.75
46498380,93309363,11683.06
72008546,99084271,14748.02
52760983,33928371,15390.19
48557443,87242256,7128.99
23505001,05623402,7966.87
78983175,91797537,5920.53
02150925,81672943,22680.21
89356548,66546795,18550.62
95746616,30394582,2652.47
74726486,89127902,5024.34
84128935,80449171,24459.22
26950181,07073731,23990.25
50931477,51191054,23088.7
80416487,46553720,5763.06
28048107,95361772,5720.87
81381869,07915949,17823.34
13128104,15380944,24662.69
01345490,30216648,4494.76
40935782,91555120,7948.09
31509190,01093070,10315.13
78102347,36921256,7236.09
33123073,16873131,7969.04
89281819,11353515,2536.59
36989294,99096502,24541.18
29694129,17097772,14121.97
96481509,64707402,3718.35
88968292,73083849,11489.88
37972868,56969078,6556.48
84771254,60550217,3948.53
06724931,35313106,11021.36
50137886,99902322,12509.69
92772823,65067420,11747.88
55828642,45359538,18951.53
31533607,49191172,14347.39
72706343,88620039,21474.5
59967811,09729537,1954.5
74094998,24233125,6421.74
85264625,83503719,3931.26
17097123,45744266,13387.46
08077608,64712987,13760.44
24446778,06865382,2919.12
77801432,23393554,1017.3
02347509,82906160,22500.27
82389185,86246125,9758.42
88751955,94808971,6252.26
93496766,20630904,148.9
19878393,77079961,5787.9
04439424,97107347,15215.74
43703418,96946596,18075.2
96529508,44478650,5887.89
15521835,66801733,3085.41
10868492,64152813,11236.2
51867737,22153708,14621.68
28672746,07821332,8505.11
61008403,75252205,11071.03
17684767,84274472,23144.4
15686688,48399920,1611.4
10199251,10225202,14709.6
29164806,72250174,599.49
77293312,65098851,10432.28
36205967,33710686,18456.01
46867971,66601807,9016.09
52147821,41891469,19497.17
20762964,83755439,21680.13
59679097,71374949,10919.74
41200766,69598296,7211.34
43348176,50235537,20615.85
82276355,40571430,4651.46
54289703,64746586,6849.83
18211238,76917127,6245.33
51710378,39548351,3848.4
95860671,77942531,15696.15
81119066,88852607,14517.37
33853918,13317614,13208.73
07489914,56243277,18064.45
72696828,57864976,19301.9
09615342,68431907,12216.48
56379587,98525591,15793.65
18199994,98632244,15114.91
46712929,58653593,6526.28
26519746,65214329,4481.55
13105129,08962034,17430.3
46683892,84184054,21232.36
57547350,18558401,21711.22
